Date,Austin Precipitation,Austin Temperature (max),Austin, Temperature (min),Austin Temperature(min),New York Precipitation,New York, Temperature (max),New York Temperature(max),New York, Temperature (min),New York Temperature(min),San Francisco Precipitation,San Francisco Temperature (max),San Francisco Temperature (min)
1/1/2010,0,12.8,,3.3,3.3,0.8,4.4,,4.4,0.6,,0.6,0,13.9,10
1/2/2010,0,13.3,,4.4,4.4,0.5,1.1,,1.1,,8.3,8.3,0,12.8,9.4
1/3/2010,0,9.4,,0.6,0.6,0,,5.6,5.6,,8.3,8.3,0,12.8,7.8
1/4/2010,0,8.3,,2.8,2.8,0,,1.1,1.1,,7.2,7.2,0,12.2,7.8
1/5/2010,0,9.4,,6.1,6.1,0,,1.1,1.1,,6.7,6.7,0,16.1,5.6
1/6/2010,0.5,11.1,,2.8,2.8,0,1.1,,1.1,,3.3,3.3,0,12.2,7.8
1/7/2010,0,11.7,,2.2,2.2,0,2.8,,2.8,,1.1,1.1,0,11.7,10
1/8/2010,0,1.7,,10.6,10.6,1.3,0.6,,0.6,,5,5,0,12.2,8.3
1/9/2010,0,5.6,,12.2,12.2,0,,1.1,1.1,,7.8,7.8,0,12.2,6.7
1/10/2010,0,8.9,,10.6,10.6,0,,2.2,2.2,,10,10,0,11.1,7.2
1/11/2010,0,13.9,,8.9,8.9,0,,0.6,0.6,,6.1,6.1,0,13.3,8.3
1/12/2010,0,18.9,,2.2,2.2,0,1.7,,1.7,,4.4,4.4,8.9,16.7,11.7
1/13/2010,0.5,14.4,0,,0,0,1.7,,1.7,,4.4,4.4,0.3,15.6,10.6
1/14/2010,17,15.6,10,,10,0,5.6,,5.6,,1.1,1.1,0,15,7.2
1/15/2010,33.5,13.3,7.2,,7.2,0,10,,10,1.7,,1.7,0,12.2,7.8
1/16/2010,2.5,16.7,5,,5,0,9.4,,9.4,3.3,,3.3,0,13.9,7.8
1/17/2010,0,17.2,0.6,,0.6,14.5,7.8,,7.8,1.7,,1.7,2.5,13.3,10.6
1/18/2010,0,21.7,1.7,,1.7,1.3,10,,10,2.8,,2.8,17.5,14.4,10.6
1/19/2010,0,22.8,12.8,,12.8,0,8.9,,8.9,4.4,,4.4,38.6,14.4,10
1/20/2010,0,23.3,13.9,,13.9,0,5,,5,1.1,,1.1,30,12.8,9.4
1/21/2010,0,25,3.3,,3.3,0,5,,5,,0.6,0.6,25.1,10.6,6.1
1/22/2010,0,24.4,2.2,,2.2,0,6.7,,6.7,0,,0,7.4,9.4,6.7
1/23/2010,0,22.2,10,,10,0,4.4,,4.4,,2.2,2.2,6.1,12.2,7.2
1/24/2010,0,18.9,1.7,,1.7,0.5,10,,10,0,,0,0.5,12.2,6.1
1/25/2010,0,20,,1.7,1.7,31.8,13.9,,13.9,9.4,,9.4,7.1,13.9,10
1/26/2010,0,20.6,,1.1,1.1,0,9.4,,9.4,1.7,,1.7,3.3,11.7,8.3
1/27/2010,0,21.1,10.6,,10.6,0,3.9,,3.9,,0.6,0.6,0,12.2,6.1
1/28/2010,2.8,20,16.1,,16.1,2.3,5.6,,5.6,,6.7,6.7,0,13.3,7.8
1/29/2010,26.7,18.3,0.6,,0.6,0,,5,5,,8.9,8.9,4.3,15.6,7.8
1/30/2010,0,7.8,,0.6,0.6,0,,6.7,6.7,,10.6,10.6,0,14.4,6.7
1/31/2010,0,2.2,,1.1,1.1,0,,1.1,1.1,,10,10,0,12.8,8.3
2/1/2010,0.3,7.8,1.7,,1.7,0,1.7,,1.7,,3.9,3.9,0,14.4,8.3
2/2/2010,0,12.2,7.2,,7.2,0.8,0.6,,0.6,,2.8,2.8,0,13.3,8.3
2/3/2010,23.1,9.4,7.8,,7.8,1.5,3.9,,3.9,,1.7,1.7,0,15.6,6.7
2/4/2010,12.2,8.9,8.3,,8.3,0,2.8,,2.8,,2.2,2.2,9.9,15,10
2/5/2010,0,15,3.3,,3.3,0,2.2,,2.2,,1.7,1.7,0,16.7,8.3
2/6/2010,0,15,,0.6,0.6,0,0.6,,0.6,,6.7,6.7,4.8,13.9,10
2/7/2010,0,11.1,5,,5,0,1.1,,1.1,,8.3,8.3,0,13.9,10
2/8/2010,11.7,20,7.2,,7.2,0,2.8,,2.8,,5,5,1.3,12.8,8.9
2/9/2010,0,8.9,,1.1,1.1,0,5.6,,5.6,,2.2,2.2,5.1,13.3,8.3
2/10/2010,1.3,4.4,,1.1,1.1,33.8,1.1,,1.1,,1.1,1.1,0,13.9,7.8
2/11/2010,12.4,5.6,2.2,,2.2,0,2.8,,2.8,,2.2,2.2,0,15,7.8
2/12/2010,0,8.9,,2.2,2.2,0,2.8,,2.8,,3.3,3.3,0.5,16.7,11.1
2/13/2010,0,14.4,,3.3,3.3,0,0,,0,,4.4,4.4,0,16.1,11.1
2/14/2010,0,20.6,,1.1,1.1,0,3.9,,3.9,,2.2,2.2,0,15.6,8.9
2/15/2010,0,12.8,,2.8,2.8,0.3,4.4,,4.4,,2.8,2.8,0,16.7,8.9
2/16/2010,0,15,,4.4,4.4,10.9,0.6,,0.6,,1.7,1.7,0,18.3,10
2/17/2010,0,16.7,,5.6,5.6,0,1.7,,1.7,,3.3,3.3,0,18.3,8.3
2/18/2010,0,17.8,,3.3,3.3,0,4.4,,4.4,0,,0,0,14.4,10
2/19/2010,0,15.6,8.9,,8.9,0,6.1,,6.1,1.7,,1.7,0,13.9,10
2/20/2010,0,21.1,12.2,,12.2,0,6.7,,6.7,1.7,,1.7,0,13.3,10
2/21/2010,0,25,8.9,,8.9,0,7.8,,7.8,0.6,,0.6,10.4,13.3,10
2/22/2010,0,12.2,4.4,,4.4,0.8,7.2,,7.2,,1.7,1.7,0,15.6,9.4
2/23/2010,8.4,4.4,0.6,,0.6,30.5,3.3,,3.3,1.7,,1.7,17.5,13.3,9.4
2/24/2010,0,11.7,,2.2,2.2,10.7,5.6,,5.6,2.2,,2.2,2,13.9,11.1
2/25/2010,0,18.3,,5,5,50.8,3.3,,3.3,,2.8,2.8,0,17.2,10
2/26/2010,0,15,4.4,,4.4,29.7,0.6,,0.6,,3.3,3.3,13.7,16.1,11.1
2/27/2010,0,18.3,0,,0,0.3,3.3,,3.3,,1.7,1.7,3.3,15,10
2/28/2010,2,19.4,,1.7,1.7,0,4.4,,4.4,0.6,,0.6,0,16.7,8.3
3/1/2010,12.2,15.6,6.1,,6.1,0,8.9,,8.9,2.2,,2.2,0,15,10.6
3/2/2010,0,16.1,0.6,,0.6,0.3,8.3,,8.3,2.2,,2.2,12.2,14.4,10.6
3/3/2010,0,20,,0.6,0.6,1.8,5,,5,1.1,,1.1,22.6,13.9,7.2
3/4/2010,0,21.1,0.6,,0.6,0,8.3,,8.3,1.7,,1.7,0,13.3,5
3/5/2010,0,18.3,4.4,,4.4,0,9.4,,9.4,1.1,,1.1,0,13.9,6.7
3/6/2010,0,19.4,8.3,,8.3,0,12.2,,12.2,0,,0,0,17.8,10
3/7/2010,0.5,17.8,12.8,,12.8,0,13.9,,13.9,2.8,,2.8,0,15,11.1
3/8/2010,1.3,20,14.4,,14.4,0,16.1,,16.1,5,,5,0.8,13.3,7.8
3/9/2010,0,26.7,9.4,,9.4,0,16.1,,16.1,6.7,,6.7,0.8,12.8,4.4
3/10/2010,1.3,26.7,6.7,,6.7,0,13.9,,13.9,6.7,,6.7,1.5,13.3,7.8
3/11/2010,0,23.9,4.4,,4.4,0,11.7,,11.7,5.6,,5.6,0,15,10.6
3/12/2010,0,21.7,6.1,,6.1,5.3,6.1,,6.1,3.9,,3.9,16.3,14.4,8.9
3/13/2010,0,24.4,3.9,,3.9,98,7.8,,7.8,3.3,,3.3,0,13.9,5.6
3/14/2010,0,27.2,1.7,,1.7,6.1,10,,10,6.1,,6.1,0,17.2,5.6
3/15/2010,8.9,22.2,6.7,,6.7,8.4,7.8,,7.8,5,,5,0,19.4,6.7
3/16/2010,11.7,13.9,10,,10,0,17.2,,17.2,5,,5,0,19.4,10
3/17/2010,0,22.2,6.1,,6.1,0,18.9,,18.9,6.1,,6.1,0,21.7,11.1
3/18/2010,0,20.6,4.4,,4.4,0,20.6,,20.6,10,,10,0,22.8,8.9
3/19/2010,0,23.9,4.4,,4.4,0,22.2,,22.2,9.4,,9.4,0,25.6,11.7
3/20/2010,17.5,17.2,3.9,,3.9,0,23.3,,23.3,12.2,,12.2,0,17.2,10
3/21/2010,0,16.1,0.6,,0.6,0,17.8,,17.8,10.6,,10.6,0,17.2,9.4
3/22/2010,0,22.2,,1.1,1.1,34,13.9,,13.9,10,,10,0,17.8,10
3/23/2010,0,24.4,2.2,,2.2,2.8,11.7,,11.7,7.2,,7.2,0,21.7,8.9
3/24/2010,17.5,19.4,14.4,,14.4,0,15.6,,15.6,6.1,,6.1,1,16.7,8.3
3/25/2010,0,20,7.2,,7.2,0,16.7,,16.7,8.9,,8.9,1,15.6,9.4
3/26/2010,0,22.2,3.3,,3.3,3.6,11.1,,11.1,1.1,,1.1,0,16.7,8.3
3/27/2010,0,27.2,9.4,,9.4,0,6.7,,6.7,,1.7,1.7,0,20.6,7.2
3/28/2010,0,21.7,5,,5,8.6,9.4,,9.4,2.2,,2.2,0,21.1,9.4
3/29/2010,0,23.3,1.7,,1.7,40.1,11.7,,11.7,8.9,,8.9,1.3,17.2,12.2
3/30/2010,0,26.1,5,,5,62.2,10,,10,5,,5,3.8,16.1,9.4
3/31/2010,0,27.8,12.2,,12.2,0.3,13.9,,13.9,7.2,,7.2,9.4,14.4,7.2
4/1/2010,0,25.6,16.7,,16.7,0,21.1,,21.1,8.9,,8.9,0,14.4,7.2
4/2/2010,0,26.7,14.4,,14.4,0,20,,20,8.9,,8.9,2,15,8.9
4/3/2010,0,28.9,3.9,,3.9,0,19.4,,19.4,8.3,,8.3,0,13.9,7.2
4/4/2010,0.5,27.8,19.4,,19.4,0,24.4,,24.4,8.3,,8.3,13.5,13.3,8.9
4/5/2010,0,28.3,20,,20,0,23.9,,23.9,13.3,,13.3,0.5,14.4,7.8
4/6/2010,0,27.2,20,,20,0,25.6,,25.6,14.4,,14.4,0,16.7,6.7
4/7/2010,0.3,24.4,13.3,,13.3,0,33.3,,33.3,13.3,,13.3,0,20.6,7.8
4/8/2010,0,22.2,4.4,,4.4,0,26.7,,26.7,17.8,,17.8,0,16.1,8.9
4/9/2010,0,23.3,1.7,,1.7,7.6,20,,20,6.7,,6.7,0,20.6,7.2
4/10/2010,0,26.1,7.8,,7.8,0,16.7,,16.7,5.6,,5.6,0,15,11.7
4/11/2010,0,21.1,15.6,,15.6,0,24.4,,24.4,11.1,,11.1,23.4,13.3,9.4
4/12/2010,0,26.1,11.1,,11.1,0,19.4,,19.4,11.1,,11.1,13.7,15,9.4
4/13/2010,0,27.2,8.9,,8.9,0,13.3,,13.3,8.3,,8.3,0,15.6,10
4/14/2010,0,25.6,15.6,,15.6,0,19.4,,19.4,7.2,,7.2,0,15.6,8.9
4/15/2010,21.1,24.4,18.9,,18.9,0,22.8,,22.8,10,,10,0,18.9,8.3
4/16/2010,2.5,22.8,18.3,,18.3,7.9,13.9,,13.9,7.8,,7.8,0,20.6,10
4/17/2010,11.7,25,16.1,,16.1,0.3,12.2,,12.2,7.8,,7.8,0,19.4,11.7
4/18/2010,0,21.7,15.6,,15.6,0,13.9,,13.9,5.6,,5.6,0,24.4,8.9
4/19/2010,0,17.8,13.9,,13.9,0,17.2,,17.2,7.8,,7.8,0,18.9,10
4/20/2010,0,24.4,12.2,,12.2,0,21.1,,21.1,8.3,,8.3,11.2,15.6,9.4
4/21/2010,0,26.7,9.4,,9.4,0.8,20.6,,20.6,11.7,,11.7,1,13.9,9.4
4/22/2010,0.5,23.9,17.2,,17.2,0,22.2,,22.2,10.6,,10.6,0,18.3,8.9
4/23/2010,0,30.6,18.3,,18.3,0,20,,20,6.7,,6.7,0,19.4,8.9
4/24/2010,0,27.8,12.2,,12.2,0,20,,20,7.8,,7.8,0,17.2,8.3
4/25/2010,0,28.3,10.6,,10.6,40.6,11.1,,11.1,7.8,,7.8,0,24.4,8.9
4/26/2010,0,30.6,8.9,,8.9,17.5,11.7,,11.7,8.9,,8.9,0,17.8,10.6
4/27/2010,0,25,9.4,,9.4,1.3,14.4,,14.4,5,,5,2.3,16.7,11.1
4/28/2010,0,27.2,6.7,,6.7,0,13.3,,13.3,4.4,,4.4,2.3,14.4,9.4
4/29/2010,0,30,16.1,,16.1,0,20.6,,20.6,7.2,,7.2,0,15.6,8.9
4/30/2010,0,31.1,22.2,,22.2,0,25.6,,25.6,13.3,,13.3,0,17.8,8.3
5/1/2010,0,28.3,14.4,,14.4,0,29.4,,29.4,17.8,,17.8,0,18.3,8.9
5/2/2010,0,30.6,11.1,,11.1,0,31.1,,31.1,18.9,,18.9,0,20.6,9.4
5/3/2010,0,32.2,7.2,,7.2,32.8,26.7,,26.7,19.4,,19.4,0,20,10
5/4/2010,0,32.2,8.3,,8.3,0,27.2,,27.2,16.7,,16.7,0,21.1,8.9
5/5/2010,0,34.4,8.3,,8.3,0,26.7,,26.7,14.4,,14.4,0,17.2,9.4
5/6/2010,0,33.9,16.1,,16.1,0,25.6,,25.6,15,,15,0,20.6,8.3
5/7/2010,0,35,22.2,,22.2,0,22.8,,22.8,11.1,,11.1,0,17.2,10
5/8/2010,0,25.6,20,,20,1,24.4,,24.4,9.4,,9.4,0,17.2,10
5/9/2010,0,27.2,17.2,,17.2,0,11.1,,11.1,6.7,,6.7,0.3,16.7,11.7
5/10/2010,0,31.7,22.8,,22.8,0,16.1,,16.1,5,,5,3,15,9.4
5/11/2010,0,33.3,22.8,,22.8,0.8,13.3,,13.3,6.1,,6.1,0,17.2,7.2
5/12/2010,0,33.9,22.8,,22.8,10.9,8.9,,8.9,6.7,,6.7,0,17.8,9.4
5/13/2010,0,32.8,23.3,,23.3,0,19.4,,19.4,6.1,,6.1,0,18.3,10
5/14/2010,5.1,25,17.8,,17.8,1,26.7,,26.7,12.8,,12.8,0,16.7,10.6
5/15/2010,19.3,29.4,17.8,,17.8,0,22.8,,22.8,15.6,,15.6,0,17.8,10
5/16/2010,0,29.4,17.2,,17.2,0,22.2,,22.2,12.2,,12.2,0,15.6,10
5/17/2010,1.3,32.8,17.8,,17.8,0,23.3,,23.3,12.8,,12.8,1.5,15,11.1
5/18/2010,0,31.1,18.9,,18.9,27.7,16.7,,16.7,10,,10,0.3,18.9,11.7
5/19/2010,0,32.8,17.8,,17.8,0,17.8,,17.8,10,,10,0,18.3,10.6
5/20/2010,0,31.1,23.9,,23.9,0,26.1,,26.1,12.8,,12.8,0,18.3,10
5/21/2010,0,33.3,22.2,,22.2,0,29.4,,29.4,16.1,,16.1,0,16.1,10
5/22/2010,0,33.3,23.9,,23.9,0,23.3,,23.3,13.9,,13.9,0,16.1,8.9
5/23/2010,0,33.9,25,,25,0,21.7,,21.7,14.4,,14.4,0,17.2,8.3
5/24/2010,0,32.8,22.2,,22.2,0.8,22.8,,22.8,15.6,,15.6,0,18.3,11.1
5/25/2010,0,31.1,22.2,,22.2,0,27.8,,27.8,16.1,,16.1,1.3,16.1,12.8
5/26/2010,0,32.8,17.8,,17.8,0,33.3,,33.3,18.3,,18.3,0.5,19.4,11.7
5/27/2010,0,35,17.8,,17.8,1.5,28.3,,28.3,12.8,,12.8,10.7,17.2,11.7
5/28/2010,0,35.6,18.3,,18.3,0,21.1,,21.1,13.3,,13.3,0,17.8,10.6
5/29/2010,0,35,18.9,,18.9,0,25,,25,16.1,,16.1,0,23.3,11.1
5/30/2010,0,33.3,20,,20,0,28.9,,28.9,19.4,,19.4,0,24.4,11.7
5/31/2010,0,34.4,17.2,,17.2,0,30,,30,20.6,,20.6,0,19.4,12.8
6/1/2010,0,34.4,17.8,,17.8,0,29.4,,29.4,18.9,,18.9,0,18.9,11.7
6/2/2010,13.2,35.6,20,,20,0,30.6,,30.6,19.4,,19.4,0,21.7,12.8
6/3/2010,4.6,23.3,20,,20,0,30.6,,30.6,19.4,,19.4,0,23.3,16.1
6/4/2010,0,33.9,18.9,,18.9,0,31.1,,31.1,22.2,,22.2,0,24.4,16.7
6/5/2010,0,33.9,19.4,,19.4,0,31.1,,31.1,24.4,,24.4,0,26.7,15.6
6/6/2010,0,35,24.4,,24.4,0.5,31.7,,31.7,16.1,,16.1,0,23.3,13.9
6/7/2010,0,35,22.8,,22.8,0,23.9,,23.9,13.9,,13.9,0,17.8,12.8
6/8/2010,0.3,32.8,23.9,,23.9,0,23.9,,23.9,14.4,,14.4,0,16.7,12.2
6/9/2010,57.7,30.6,22.2,,22.2,22.6,20,,20,13.9,,13.9,0,18.3,13.3
6/10/2010,0,34.4,25.6,,25.6,6.4,23.3,,23.3,14.4,,14.4,0,19.4,12.2
6/11/2010,0,33.9,25.6,,25.6,0,21.7,,21.7,14.4,,14.4,0,22.8,11.7
6/12/2010,0,34.4,26.7,,26.7,0,26.1,,26.1,16.1,,16.1,0,31.1,15
6/13/2010,0,35,26.7,,26.7,7.6,25.6,,25.6,18.3,,18.3,0,27.8,13.3
6/14/2010,0,34.4,25.6,,25.6,0.3,26.1,,26.1,17.8,,17.8,0,19.4,12.2
6/15/2010,0,34.4,25,,25,0,27.2,,27.2,17.8,,17.8,0,16.7,11.1
6/16/2010,0,35,23.9,,23.9,0,23.9,,23.9,17.8,,17.8,0,21.7,10
6/17/2010,0.3,33.9,23.9,,23.9,11.4,23.3,,23.3,18.3,,18.3,0,21.1,11.1
6/18/2010,0,35,24.4,,24.4,0,30,,30,15.6,,15.6,0,16.7,11.7
6/19/2010,0,35,23.3,,23.3,0,27.2,,27.2,17.8,,17.8,0,17.2,12.2
6/20/2010,0,34.4,24.4,,24.4,0,31.7,,31.7,21.7,,21.7,0,20,11.1
6/21/2010,0,35,21.7,,21.7,0,30.6,,30.6,21.7,,21.7,0,21.7,11.7
6/22/2010,0,35,21.7,,21.7,6.9,30.6,,30.6,21.7,,21.7,0,19.4,11.7
6/23/2010,0.3,35,22.2,,22.2,0,31.7,,31.7,21.7,,21.7,0,18.3,11.7
6/24/2010,0,32.8,23.3,,23.3,0,33.3,,33.3,24.4,,24.4,0,15.6,11.7
6/25/2010,0,35.6,23.3,,23.3,0,30.6,,30.6,21.7,,21.7,0,19.4,12.8
6/26/2010,0,35.6,22.2,,22.2,0,31.7,,31.7,21.7,,21.7,0,19.4,12.8
6/27/2010,0,36.1,21.7,,21.7,0,32.8,,32.8,21.7,,21.7,0,27.2,11.7
6/28/2010,0,37.2,23.3,,23.3,0.3,33.9,,33.9,24.4,,24.4,0,24.4,14.4
6/29/2010,15.5,33.9,23.3,,23.3,0,32.8,,32.8,21.1,,21.1,0,21.7,13.9
6/30/2010,13.7,31.1,23.9,,23.9,0,26.1,,26.1,16.7,,16.7,0,18.9,12.8
7/1/2010,6.1,28.3,24.4,,24.4,0,25,,25,16.7,,16.7,0,18.9,11.7
7/2/2010,41.9,30.6,24.4,,24.4,0,27.8,,27.8,16.1,,16.1,0,20.6,12.2
7/3/2010,0.3,32.8,25.6,,25.6,0,31.7,,31.7,18.3,,18.3,0,26.1,12.2
7/4/2010,0,33.9,24.4,,24.4,0,35.6,,35.6,22.8,,22.8,0,26.1,12.8
7/5/2010,0,34.4,23.3,,23.3,0,37.2,,37.2,24.4,,24.4,0,22.2,12.8
7/6/2010,0,35,23.3,,23.3,0,39.4,,39.4,27.2,,27.2,0,22.2,13.9
7/7/2010,0,35.6,23.3,,23.3,0,37.8,,37.8,26.7,,26.7,0,22.8,13.3
7/8/2010,35.1,30.6,25,,25,0,31.7,,31.7,25,,25,0,18.9,13.3
7/9/2010,6.6,32.8,24.4,,24.4,0.5,32.2,,32.2,23.9,,23.9,0,19.4,12.8
7/10/2010,0,33.9,22.8,,22.8,0,28.3,,28.3,22.8,,22.8,0,20.6,12.8
7/11/2010,0,33.3,24.4,,24.4,0,34.4,,34.4,21.7,,21.7,0,21.1,14.4
7/12/2010,0,34.4,25.6,,25.6,0,34.4,,34.4,22.8,,22.8,0,24.4,14.4
7/13/2010,0,34.4,26.1,,26.1,21.3,28.3,,28.3,22.8,,22.8,0,22.2,15
7/14/2010,0,34.4,26.1,,26.1,11.4,26.1,,26.1,22.8,,22.8,0,23.3,15
7/15/2010,0,35,25,,25,0,30.6,,30.6,22.2,,22.2,0,23.3,15
7/16/2010,0,35.6,23.9,,23.9,0,33.9,,33.9,23.3,,23.3,0,21.1,13.9
7/17/2010,0,36.1,22.2,,22.2,0,34.4,,34.4,24.4,,24.4,0,21.1,13.3
7/18/2010,0,36.1,24.4,,24.4,0,34.4,,34.4,25.6,,25.6,0,20,13.3
7/19/2010,0,35,23.3,,23.3,3.8,33.3,,33.3,22.2,,22.2,0,18.3,13.3
7/20/2010,0,34.4,23.3,,23.3,0,31.7,,31.7,23.3,,23.3,0,20.6,12.8
7/21/2010,0,35.6,21.1,,21.1,0,33.9,,33.9,24.4,,24.4,0,18.3,11.7
7/22/2010,1.8,34.4,23.3,,23.3,0,32.2,,32.2,23.3,,23.3,0,21.1,12.8
7/23/2010,8.4,35,25,,25,17.8,30.6,,30.6,22.8,,22.8,0,20,13.3
7/24/2010,0,34.4,22.2,,22.2,0,36.1,,36.1,26.7,,26.7,0,20,13.3
7/25/2010,4.6,35,22.2,,22.2,8.9,33.9,,33.9,21.1,,21.1,0,20,12.8
7/26/2010,1,35.6,23.3,,23.3,0,30.6,,30.6,20,,20,0,22.2,13.3
7/27/2010,0,33.9,23.9,,23.9,0,32.8,,32.8,21.1,,21.1,0,21.7,13.9
7/28/2010,30.7,29.4,23.3,,23.3,0,31.7,,31.7,23.3,,23.3,0,20.6,13.9
7/29/2010,0,33.9,23.9,,23.9,2.3,31.7,,31.7,23.3,,23.3,0,19.4,12.2
7/30/2010,0,35,23.9,,23.9,0,29.4,,29.4,18.9,,18.9,0,18.3,12.8
7/31/2010,0,36.1,22.8,,22.8,0,29.4,,29.4,18.9,,18.9,0,20,13.3
8/1/2010,0,37.8,20,,20,0,26.7,,26.7,21.1,,21.1,0,20.6,12.2
8/2/2010,0,36.7,20,,20,0,29.4,,29.4,20.6,,20.6,0,19.4,11.7
8/3/2010,0,36.7,20.6,,20.6,0,30,,30,22.2,,22.2,0,20,12.8
8/4/2010,0,36.1,23.3,,23.3,0,32.8,,32.8,23.9,,23.9,0,18.9,12.2
8/5/2010,0,37.2,22.2,,22.2,0.5,35,,35,25,,25,0,20.6,12.2
8/6/2010,0,37.8,23.9,,23.9,0,32.2,,32.2,21.1,,21.1,0,21.1,12.2
8/7/2010,0,36.7,25,,25,0,30.6,,30.6,20,,20,0,21.7,12.8
8/8/2010,0,36.7,24.4,,24.4,0,31.7,,31.7,22.8,,22.8,0,21.1,13.3
8/9/2010,0,37.2,23.3,,23.3,0,34.4,,34.4,23.3,,23.3,0,20.6,12.8
8/10/2010,0,37.8,22.8,,22.8,0,33.3,,33.3,25.6,,25.6,0,22.2,12.8
8/11/2010,4.1,37.8,25,,25,0,33.9,,33.9,24.4,,24.4,0,17.2,13.3
8/12/2010,0,37.2,23.3,,23.3,2.3,24.4,,24.4,20,,20,0,20.6,12.2
8/13/2010,0,37.2,23.9,,23.9,0,27.8,,27.8,20,,20,0,20,12.2
8/14/2010,0,37.8,25.6,,25.6,0,27.8,,27.8,18.3,,18.3,0,19.4,13.3
8/15/2010,0,38.3,25,,25,4.1,25,,25,19.4,,19.4,0,18.9,13.3
8/16/2010,3.8,39.4,23.3,,23.3,2.8,30,,30,20.6,,20.6,0,18.9,12.2
8/17/2010,0,37.8,23.9,,23.9,0,32.8,,32.8,23.3,,23.3,0,21.1,13.3
8/18/2010,0,38.9,25,,25,0,30,,30,22.2,,22.2,0,21.1,13.3
8/19/2010,0,37.2,23.9,,23.9,0,32.8,,32.8,20,,20,0,22.2,12.8
8/20/2010,0,37.8,25.6,,25.6,0,32.2,,32.2,22.8,,22.8,0,21.1,12.8
8/21/2010,0,37.8,23.3,,23.3,0,29.4,,29.4,18.9,,18.9,0,18.3,13.3
8/22/2010,0,38.9,25.6,,25.6,42.9,26.7,,26.7,20.6,,20.6,0,23.3,13.3
8/23/2010,0,40.6,23.3,,23.3,26.7,21.1,,21.1,18.3,,18.3,0,33.3,13.9
8/24/2010,7.4,41.7,22.8,,22.8,0.5,21.1,,21.1,17.8,,17.8,0,37.2,17.8
8/25/2010,0,36.1,26.7,,26.7,25.4,20.6,,20.6,17.8,,17.8,0,29.4,16.7
8/26/2010,0,34.4,23.9,,23.9,0,27.8,,27.8,18.3,,18.3,0,20.6,13.9
8/27/2010,0,36.1,17.8,,17.8,0,26.1,,26.1,16.1,,16.1,0,20,13.9
8/28/2010,0,37.8,16.1,,16.1,0,28.3,,28.3,16.7,,16.7,0,19.4,13.3
8/29/2010,0,37.2,20,,20,0,34.4,,34.4,19.4,,19.4,0,21.1,12.8
8/30/2010,0.8,36.1,26.7,,26.7,0,33.3,,33.3,22.2,,22.2,0,20.6,12.8
8/31/2010,0,37.2,25.6,,25.6,0,35.6,,35.6,24.4,,24.4,0,26.1,13.9
9/1/2010,0,37.2,25,,25,0,35.6,,35.6,24.4,,24.4,0,33.3,14.4
9/2/2010,0,36.7,23.3,,23.3,0,34.4,,34.4,25.6,,25.6,0,30.6,15
9/3/2010,4.1,30,21.7,,21.7,0,29.4,,29.4,23.9,,23.9,0,23.3,13.9
9/4/2010,0.3,33.9,21.7,,21.7,0,27.2,,27.2,17.8,,17.8,0,19.4,13.3
9/5/2010,0,35,19.4,,19.4,0,25.6,,25.6,16.1,,16.1,0,25,13.3
9/6/2010,0.5,33.9,20.6,,20.6,0,26.7,,26.7,15.6,,15.6,0,32.8,13.9
9/7/2010,89.9,26.7,23.3,,23.3,0,31.7,,31.7,20,,20,0,21.1,14.4
9/8/2010,19.8,32.2,24.4,,24.4,0,32.2,,32.2,18.9,,18.9,0,20,15
9/9/2010,0,35,25.6,,25.6,0,21.1,,21.1,16.1,,16.1,0,23.3,14.4
9/10/2010,0,33.9,23.9,,23.9,0,23.3,,23.3,16.1,,16.1,0,27.2,13.3
9/11/2010,0,35,25,,25,0,26.1,,26.1,15,,15,0,28.9,13.9
9/12/2010,0,35,23.3,,23.3,3.8,19.4,,19.4,15,,15,0,20.6,13.3
9/13/2010,0,34.4,23.3,,23.3,3.3,25,,25,15,,15,0,20.6,13.9
9/14/2010,0,35,23.3,,23.3,0,24.4,,24.4,15.6,,15.6,0,20.6,13.3
9/15/2010,0,34.4,23.9,,23.9,0,22.2,,22.2,13.9,,13.9,0,20.6,13.9
9/16/2010,0,34.4,21.1,,21.1,11.7,22.2,,22.2,13.9,,13.9,0,24.4,15.6
9/17/2010,3,34.4,21.7,,21.7,1.3,21.7,,21.7,15,,15,0,23.3,17.8
9/18/2010,0,32.2,21.7,,21.7,0,21.1,,21.1,14.4,,14.4,0.3,25,17.8
9/19/2010,3,31.7,20.6,,20.6,0,27.2,,27.2,16.1,,16.1,0,23.3,17.2
9/20/2010,3.8,30.6,18.9,,18.9,0,23.3,,23.3,15,,15,0,24.4,15.6
9/21/2010,5.1,30,20.6,,20.6,0,23.3,,23.3,12.2,,12.2,0,20.6,16.1
9/22/2010,0.5,31.7,20.6,,20.6,3,30.6,,30.6,17.8,,17.8,0,20.6,15.6
9/23/2010,0,32.8,21.7,,21.7,0,27.2,,27.2,18.9,,18.9,0,25,13.9
9/24/2010,0.8,32.8,22.8,,22.8,0,29.4,,29.4,19.4,,19.4,0,31.1,15
9/25/2010,0,33.3,20.6,,20.6,0,31.7,,31.7,19.4,,19.4,0,32.2,15
9/26/2010,0,31.1,16.1,,16.1,0,22.2,,22.2,17.2,,17.2,0,30.6,14.4
9/27/2010,0,26.1,11.7,,11.7,33.8,22.2,,22.2,16.1,,16.1,0,35.6,15.6
